zip,zone
06903,7
06905,7
06906,7
06907,7
07001,7
07002,7
07003,7
07004,7
07005,6
07006,7
07008,7
07009,7
07010,7
07011,7
07012,7
07013,7
07014,7
07016,7
07017,7
07018,7
07020,7
07021,7
07022,7
07023,7
07024,7
07026,7
07027,7
07028,7
07029,7
07030,7
07031,7
07032,7
07033,7
07034,7
07035,7
07036,7
07039,7
07040,7
07041,7
07042,7
07043,7
07044,7
07045,7
07046,6
07047,7
07050,7
07052,7
07054,7
07055,7
07057,7
07058,7
07059,7
07060,7
07062,7
07063,7
07064,7
07065,7
07066,7
07067,7
07068,7
07070,7
07071,7
07072,7
07073,7
07074,7
07075,7
07076,7
07077,7
07078,7
07079,7
07080,7
07081,7
07082,7
07083,7
07087,7
07090,7
07092,7
07093,7
07094,7
07095,7
07102,7
07103,7
07104,7
07105,7
07106,7
07107,7
07108,7
07109,7
07110,7
07111,7
07112,7
07114,7
07201,7
07202,7
07203,7
07204,7
07205,7
07206,7
07208,7
07302,7
07304,7
07305,7
07306,7
07307,7
07310,7
07401,7
07403,7
07405,6
07407,7
07410,7
07416,6
07417,7
07418,6
07419,6
07420,7
07421,6
07422,6
07423,7
07424,7
07428,6
07430,7
07432,7
07435,6
07436,7
07438,6
07439,6
07440,7
07442,7
07444,7
07446,7
07450,7
07452,7
07456,7
07457,7
07458,7
07460,6
07461,6
07462,6
07463,7
07465,7
07470,7
07480,6
07481,7
07501,7
07502,7
07503,7
07504,7
07505,7
07506,7
07508,7
07512,7
07513,7
07514,7
07522,7
07524,7
07601,7
07603,7
07604,7
07605,7
07606,7
07607,7
07608,7
07620,7
07621,7
07624,7
07626,7
07627,7
07628,7
07630,7
07631,7
07632,7
07640,7
07641,7
07642,7
07643,7
07644,7
07645,7
07646,7
07647,7
07648,7
07649,7
07650,7
07652,7
07656,7
07657,7
07660,7
07661,7
07662,7
07663,7
07666,7
07670,7
07675,7
07701,7
07702,7
07703,7
07704,7
07711,7
07712,7
07716,7
07717,7
07718,7
07719,7
07720,7
07721,7
07722,7
07723,7
07724,7
07726,7
07727,7
07728,7
07730,7
07731,7
07732,7
07733,7
07734,7
07735,7
07737,7
07738,7
07739,7
07740,7
07746,7
07747,7
07748,7
07750,7
07751,7
07753,7
07755,7
07756,7
07757,7
07758,7
07760,7
07762,7
07764,7
07801,6
07803,6
07821,6
07822,6
07823,7
07825,6
07826,6
07827,6
07828,6
07830,6
07832,6
07833,7
07834,6
07836,6
07838,6
07840,6
07842,6
07843,6
07846,6
07847,6
07848,6
07849,6
07850,6
07851,6
07852,6
07853,6
07856,6
07857,6
07860,6
07863,6
07865,6
07866,6
07869,6
07871,6
07874,6
07876,6
07882,6
07885,6
07901,7
07920,7
07921,7
07922,7
07924,6
07927,7
07928,7
07930,6
07931,7
07932,7
07933,7
07934,7
07935,7
07936,7
07940,7
07945,6
07946,7
07950,6
07960,7
07970,6
07974,7
07976,7
07977,7
07979,7
07980,7
07981,7
08001,7
08002,7
08003,7
08004,7
08005,7
08006,7
08007,7
08008,7
08009,7
08010,7
08011,7
08012,7
08014,8
08015,7
08016,7
08019,7
08020,7
08021,7
08022,7
08023,7
08026,7
08027,7
08028,7
08029,7
08030,7
08031,7
08033,7
08034,7
08035,7
08036,7
08037,7
08038,7
08039,7
08041,7
08042,7
08043,7
08045,7
08046,7
08048,7
08049,7
08050,7
08051,7
08052,7
08053,7
08054,7
08055,7
08056,7
08057,7
08059,7
08060,7
08061,7
08062,7
08063,7
08064,7
08065,7
08066,7
08067,7
08068,7
08069,7
08070,7
08071,7
08072,7
08073,7
08074,7
08075,7
08077,7
08078,7
08079,7
08080,7
08081,7
08083,7
08084,7
08085,7
08086,7
08087,7
08088,7
08089,7
08090,7
08091,7
08092,7
08093,7
08094,7
08095,7
08096,7
08097,7
08098,7
08102,7
08103,7
08104,7
08105,7
08106,7
08107,7
08108,7
08109,7
08110,7
08201,7
08202,7
08203,8
08204,8
08210,7
08212,8
08215,7
08217,7
08221,7
08223,7
08224,7
08225,7
08226,7
08230,7
08232,7
08234,7
08241,7
08242,8
08243,7
08244,7
08245,7
08247,7
08248,7
08251,8
08252,7
08260,8
08270,7
08302,7
08310,7
08311,7
08312,7
08313,7
08314,7
08316,7
08317,7
08318,7
08319,7
08321,7
08322,7
08323,7
08324,7
08326,7
08327,7
08328,7
08329,7
08330,7
08332,7
08340,7
08341,7
08343,7
08344,7
08345,7
08346,7
08348,7
08349,7
08350,7
08352,7
08353,7
08360,7
08361,7
08401,8
08402,7
08403,7
08406,7
08501,7
08502,7
08505,7
08510,7
08511,7
08512,7
08514,7
08515,7
08518,7
08520,7
08525,7
08527,7
08528,7
08530,7
08533,7
08534,7
08535,7
08536,7
08540,7
08542,7
08550,7
08551,7
08553,7
08554,7
08555,7
08558,7
08559,7
08560,7
08561,7
08562,7
08609,7
08610,7
08611,7
08618,7
08619,7
08620,7
08625,7
08628,7
08629,7
08638,7
08640,7
08641,7
08648,7
08690,7
08691,7
08701,7
08720,7
08721,7
08722,7
08723,7
08724,7
08730,7
08731,7
08732,7
08733,7
08734,7
08735,7
08736,7
08738,7
08740,7
08741,7
08742,7
08750,7
08751,7
08752,7
08753,7
08755,7
08757,7
08758,7
08759,7
08801,7
08802,7
08804,7
08805,7
08807,7
08809,7
08810,7
08812,7
08816,7
08817,7
08820,7
08822,7
08823,7
08824,7
08825,7
08826,6
08827,7
08828,7
08829,7
08830,7
08831,7
08832,7
08833,7
08835,7
08836,7
08837,7
08840,7
08846,7
08848,7
08850,7
08852,7
08853,7
08854,7
08857,7
08858,7
08859,7
08861,7
08863,7
08865,7
08867,7
08869,7
08872,7
08873,7
08876,7
08879,7
08880,7
08882,7
08884,7
08886,7
08887,7
08889,7
08901,7
08902,7
08904,7
10001,7
10002,7
10003,7
10004,7
10005,7
10009,7
10010,7
10011,7
10012,7
10013,7
10014,7
10016,7
10017,7
10018,7
10019,7
10021,7
10022,7
10023,7
10024,7
10025,7
10026,7
10027,7
10028,7
10029,7
10030,7
10031,7
10032,7
10033,7
10034,7
10035,7
10036,7
10038,7
10040,7
10041,7
10103,7
10111,7
10112,7
10115,7
10119,7
10128,7
10152,7
10153,7
10154,7
10162,7
10165,7
10167,7
10169,7
10170,7
10171,7
10172,7
10173,7
10177,7
10271,7
10278,7
10279,7
10280,7
10282,7
10301,7
10302,7
10303,7
10304,7
10305,7
10306,7
10307,7
10308,7
10309,7
10310,7
10312,7
10314,7
10451,7
10452,7
10453,7
10454,7
10455,7
10456,7
10457,7
10458,7
10459,7
10460,7
10461,7
10462,7
10463,7
10464,7
10465,7
10466,7
10467,7
10468,7
10469,7
10470,7
10471,7
10472,7
10473,7
10474,7
10475,7
10501,6
10502,7
10503,7
10504,7
10506,7
10507,7
10509,6
10510,7
10511,7
10512,6
10514,7
10516,6
10518,6
10519,6
10520,7
10522,7
10523,7
10524,6
10526,7
10527,6
10528,7
10530,7
10532,7
10533,7
10535,6
10536,7
10537,6
10538,7
10541,6
10543,7
10546,7
10547,6
10548,7
10549,7
10550,7
10552,7
10553,7
10560,6
10562,7
10566,7
10567,7
10570,7
10573,7
10576,6
10577,7
10578,7
10579,6
10580,7
10583,7
10588,6
10589,6
10590,6
10591,7
10594,7
10595,7
10597,6
10598,7
10601,7
10603,7
10604,7
10605,7
10606,7
10607,7
10701,7
10703,7
10704,7
10705,7
10706,7
10707,7
10708,7
10709,7
10710,7
10801,7
10803,7
10804,7
10805,7
10901,7
10913,7
10916,6
10917,6
10918,6
10919,6
10920,7
10921,6
10923,7
10924,6
10925,6
10926,6
10927,7
10928,7
10930,6
10931,7
10940,6
10941,6
10950,6
10952,7
10954,7
10956,7
10958,6
10960,7
10962,7
10963,6
10964,7
10965,7
10968,7
10969,6
10970,7
10973,6
10974,7
10975,6
10976,7
10977,7
10980,6
10983,7
10984,7
10985,6
10986,7
10987,6
10989,7
10990,6
10992,6
10993,7
10994,7
10996,6
10998,6
11001,7
11003,7
11004,7
11005,7
11010,7
11020,7
11021,7
11023,7
11024,7
11030,7
11040,7
11042,7
11050,7
11096,7
11101,7
11102,7
11103,7
11104,7
11105,7
11106,7
11201,7
11203,7
11204,7
11205,7
11206,7
11207,7
11208,7
11209,7
11210,7
11211,7
11212,7
11213,7
11214,7
11215,7
11216,7
11217,7
11218,7
11219,7
11220,7
11221,7
11222,7
11223,7
11224,7
11225,7
11226,7
11228,7
11229,7
11230,7
11231,7
11232,7
11233,7
11234,7
11235,7
11236,7
11237,7
11238,7
11239,7
11354,7
11355,7
11356,7
11357,7
11358,7
11360,7
11361,7
11362,7
11363,7
11364,7
11365,7
11366,7
11367,7
11368,7
11369,7
11370,7
11371,7
11372,7
11373,7
11374,7
11375,7
11377,7
11378,7
11379,7
11385,7
11411,7
11412,7
11413,7
11414,7
11415,7
11416,7
11417,7
11418,7
11419,7
11420,7
11421,7
11422,7
11423,7
11426,7
11427,7
11428,7
11429,7
11430,7
11432,7
11433,7
11434,7
11435,7
11436,7
11501,7
11507,7
11509,7
11510,7
11514,7
11516,7
11518,7
11520,7
11530,7
11542,7
11545,7
11547,7
11548,7
11550,7
11552,7
11553,7
11554,7
11557,7
11558,7
11559,7
11560,7
11561,7
11563,7
11565,7
11566,7
11568,7
11569,7
11570,7
11572,7
11575,7
11576,7
11577,7
11579,7
11580,7
11581,7
11590,7
11596,7
11598,7
11691,7
11692,7
11693,7
11694,7
11697,7
11701,7
11702,7
11703,7
11704,7
11705,7
11706,7
11709,7
11710,7
11713,7
11714,7
11715,7
11716,7
11717,7
11718,7
11719,7
11720,7
11721,7
11722,7
11724,7
11725,7
11726,7
11727,7
11729,7
11730,7
11731,7
11732,7
11733,7
11735,7
11738,7
11740,7
11741,7
11742,7
11743,7
11746,7
11747,7
11751,7
11752,7
11753,7
11754,7
11755,7
11756,7
11757,7
11758,7
11762,7
11763,7
11764,7
11765,7
11766,7
11767,7
11768,7
11769,7
11771,7
11772,7
11776,7
11777,7
11778,7
11779,7
11780,7
11782,7
11783,7
11784,7
11786,7
11787,7
11788,7
11789,7
11790,7
11791,7
11792,7
11793,7
11795,7
11796,7
11797,7
11798,7
11801,7
11803,7
11804,7
11901,7
11930,7
11932,7
11933,7
11934,7
11935,7
11937,7
11939,7
11940,7
11941,7
11942,7
11944,7
11946,7
11948,7
11949,7
11950,7
11951,7
11952,7
11953,7
11954,7
11955,7
11956,7
11957,7
11958,7
11959,7
11960,7
11961,7
11962,7
11963,7
11964,7
11965,7
11967,7
11968,7
11970,7
11971,7
11972,7
11975,7
11976,7
11977,7
11978,7
11980,7
12008,6
12009,5
12010,5
12015,6
12017,5
12018,5
12019,5
12020,5
12022,5
12023,5
12025,5
12027,5
12028,5
12029,5
12031,5
12032,4
12033,6
12035,5
12036,5
12037,6
12041,5
12042,5
12043,5
12045,6
12046,5
12047,6
12051,6
12052,5
12053,5
